Algorithm,Ciphertext,PlaintextLen,KeyLen,BlockSize,IVLen,Mode,Entropy,HexRatio,ByteMean,ByteStd
Diffie-Hellman,3BB94F3A24FF74A8D70C74ABB0B2FBA86384B0753FFCBF1020172086930143639F6999713FFB4D140A658F5599CD70150F00160C327DDB33B03C7057C63DBC25D0A6187CC46E8AD67D7BB04BB515095D3AC7B13F3B33BE85C2AA1CF0BEF1103D4E5DD1FE733F4BC9D290A1218FC77E0A9ECDFD2CE452E2D30BA939C36233315D5A5703CD7B33A2B0307072ADF6AE9446EA3731B896637C1452A555FDEFF45EFCDFF9AA55C92C96ADC802735248F413356CE1E110B812CFBEA32BA6E24714AA3FF3F2C1E0DCADD5C33252AD9106FA6031E97C86A4A77787D398991DD4B54EED16C7A62A384632A60B82A620F7EBA9256F1EF37E239777E3691712F675B057F0FC,32,2048,0,0,KeyExchange,3.9675245151394627,1.0,128.046875,74.57105036630753
AES,C7545C8175D3D8E97662F2459C1D1FD1259530A0246DFCE3A59B18D4FC56FE74A0EB15D738F14F28FB213CD107E27E9DF5025B33D0FDF0D3001338495AEE2080,32,16,16,16,CBC,3.913371203828751,1.0,133.875,82.60665454429201
DES,3A884E5EB4D89C5D21E0DF3EB977D6077597236F9D221649C9C679F29913065EA763C26E2F9C4571C076722B82C597A2,32,8,8,8,CBC,3.860365273311901,1.0,122.375,64.23479878539358
3DES,007577ABE3FDE36ECCEA303B562F11903C638FFD221F21DFDE346A1BBF02DA095CB9EBE57FCDE73D0EE9D9F091421DBB,32,24,8,8,CBC,3.854043267525677,1.0,130.45833333333334,83.77896472597138
Blowfish,89704A716427EDCAB552DF25F57F0E3266465B93ADB2B16203E03B52A3CE69B0AB6E6415AD90E8C0678A9589A6E2872B,32,16,8,8,CBC,3.902097205568252,1.0,130.5625,63.05583050294926
RSA,10A0AF8E94CB4BDD1259C6B93A02CCAD50A0450620771003E671B9AAEBD90C0EF857F9FDA87158DA5D4B58D30E8490CEA355995E4DC60AD3B49F3BFC450C9CC286A148853B5B51C0FCF7FCEC3C1D68923A9BCAF4B01C5B77DC0C57313C4F1837A8DF093920D4DF36F69231FF9CA14968CE5C307BA4A2A49FD94FEDDF7E9988A5826F5AC0A2CCB969003E70E82623BE6C4216F1569F1286DF393B15AC3F08A08D5B767A5E9A47D65B59A612692F2EC6EF0AFFC62E4D9FFB4A764A69258589EAEE7E52D0A1557F68661E43E74610A314BA4DD600CCCD27A915D31138231F8C6CCED00D87163A0AEA3860A3920EB3B679A6C2B64EFC1F2910DD494F4D23AD97023E,32,2048,0,0,Asymmetric,3.980617919441476,1.0,122.23828125,73.73401481538828
ECC,877A0815ED9F61AA8F73DE1F59E35760345C7B8F4F75BD86F68C65BF74BE23F722752FF7DC1E152BEE06E6B1EFE87B03E46C54AAB555632F9280D5EDD61EEF88,32,256,0,0,Asymmetric,3.8745722767481023,1.0,132.90625,74.13706030682293
Diffie-Hellman,021E9975E2F142E13F68F548B9D436D63946D5F10139D65F464BA211E6EA2E1E7E2E04D1AA9DF3CB87EDB337B58E28C096F7AD776C697700803FAC642D50F46C4BADF3E449923FA9672F86D31FAA940D4AEFCE3379D05975D5D9A5DF94E4166F1A7D036E38DCA4C01305C52BF8CD7A739CFB8933F5E2B4F80ECA4FE03A31C00B4C3C85674A362EDE2523FCA78D5F72D189D414EAD362927C1E6D9C9FC6B0ECD275F095565BAABC6372C3289C44C2668F8D07183D357783164366184D3FB7DBDCA8AE0D9C9C5D1CE552C1892D66D0BA67E3B83680E6601E4E2E15CAEC2A787F8BBF768708790CA962003B6CBB0DCF2538AF019584747BDA0FBB3F98444196949E,32,2048,0,0,KeyExchange,3.9890447458584055,1.0,126.34375,72.2866945636436
AES,E48B6A00EB710ACF4F6BC3C11C2CFFFB6A500C8A4C2871637C1E140AFA364B40E3473D7D14EA246ADC8B827F24EFA6E401495EB5EF7E860A1C1C8AD83C15AD1E,32,16,16,16,CBC,3.8654482599406688,1.0,112.46875,77.93786963625257
DES,D4B75B71C2DB69EFDA813371684C12EF8182F3A3FC7254EF91C3AD7A59E0C4D3CBF9BFE4068B8395202981D88ECD3BB2,32,8,8,8,CBC,3.9335525710664543,1.0,152.3125,66.41478131472942
3DES,E6E1433F9878D3E455C558D5B0507FB62876E1EA0962A4A581524E59C9CB51C0126738E0F2FB9AE6747376BB29DBA8D8,32,24,8,8,CBC,3.947030347669893,1.0,146.04166666666666,67.33837388311528
Blowfish,AD0DDD46CF6DA49596E1D0F5E0FECBDB0E3F59517628D2E254531C72839940162D537DC4C6B733563C3B434603A138B8,32,16,8,8,CBC,3.9105129893535673,1.0,124.60416666666667,72.16062510796468
RSA,45A57AA80E24129BBFD86C61EECD7F985476731021D973DE32EE3513E8018255AB17A582DD19C4843375F3C0D828EE5431421BFF7DBEE76DEFB9B9B3EF0B2608D911F9459B7A612B9A10F22DB0F003CF449A1FC2B34E12C0C4714373480A8A67CF0460E40AF2099614D56C49517BBF517A5BEC5880B2B6645FCB6D116E184218D496C43819878F8F3652F84B3ED56CFE8CDE1E0BA477BFAB50B427FE0A856B833A0DFEAC8E98A7BDA9E3A167140785864CFE667319BE40DB46C6A9ADD99F6F36A11F491B8EEDE21E7A032E0E7AFE7FB129A38065928C09C999FE64D9EC456CC5E1E0CA567E17EC7A89326DAE5BCE9F2C9E6CC9689F821F2222F5174E788DAF63,32,2048,0,0,Asymmetric,3.9843888981609985,1.0,125.4765625,73.4883031555607
ECC,D426520EFD3344C735BA2767713EEC32220A8A6CEB0A661799EFC3335968D0DF4E91BCF5D139245A416259AC486CFB4343FCC2B65013C9EBCCA4AF7F8ACE002D,32,256,0,0,Asymmetric,3.940499752744419,1.0,124.0625,75.92407288699678
Diffie-Hellman,30E9DCD596C48766D8DBC540D38D3C880E55B737F43E9FEA50DDBDECB4512FE0D45FFF107CDCDE94811392FB9997A0A9F13ACB2EE7C0AD0579A56519B0996264C63D83FB376DD975CB2493B19ECE2751C9DD949BD694ACB50A004AD65A5FD2196054A16B18CB97C4D5A5E6B8CE26A67E92645FAA5AD3789AAE88BD67937B7C3FE20E3A765810BA3F8046AD8D10F60D051CB7D529540BC7924E6803F5183BE3CFFFF511529D8F8BEDDFAF22DA47F9E9016E44E51ED2BEBDFE0C37F9823D1446E7FC58EE53E888875CD8B245C3FE23046639F9569417FC897CD297F3400325662BCACDDD48007619CDE87BE58972DB8C1BABA025ACA6AB774842184E2F73B664A0,32,2048,0,0,KeyExchange,3.987777216598336,1.0,135.07421875,73.90078837757517
AES,167A7D62E6FA56AB9B7A8391DD61CA46988FDD2C5E83310F2DF3E700632EB5E0607A7307F6418E90A32A3CF507824578A2232CE15873E53EB01381B419438DFC,32,16,16,16,CBC,3.944427784590444,1.0,123.234375,71.93958884619354
DES,00F6149658D63B904693032ECA591B36DCB87B00B3CCA79AA683A23ABD1046883C0C109AC5801B76D80116ACE279A4DA,32,8,8,8,CBC,3.8190488854790585,1.0,116.04166666666667,74.52543143488373
3DES,0B60B60715EFF734A544A597B6FDF0DE320F145B0317919688EF3C3F1F4083FA845C881FA08C6961508C88318D1BA2FE,32,24,8,8,CBC,3.8628674636961216,1.0,117.79166666666667,75.8702176783193
Blowfish,F4C28FAD04C2376B2529BEC1DD3CABDED0EF5CE58905CE735F7F433271239E2E093F96CCE3DA60D7989963EF87FAEFE5,32,16,8,8,CBC,3.8708548733545314,1.0,142.6875,74.31889515515778
RSA,01E1D5F81BE78BC01A24D4813CC9E36D7A626085B3A1B980BDCF7874626866037115E41F869DC61CF4DF384C10A50528DBCCA90836566330C9E58931A864183D961821B48EAF682C2D7EAED3B4138612D6F2723BE79920E753B2107F5E02F49BD525EE36ED9B412F52759875C72054A04E3E69DBF5EC1201830946389ECB1C5078312000E70FBEAB51F3F624D2A70B29F45783177EFBFB70630335812EB778A8DE5A8DB86C51BC3242CFCDDA9056B16F20559E8D6C4E70EF1D0ACAEAD2AF4CD37CC904119C13EDCACA1DE67A46A76E0AEA85B7324B108F66A7C55DB4F0A9E5E0A20307E1309A57FFB03E4D464FC707DAAFE2232B31516C8C9D25CA572969424D,32,2048,0,0,Asymmetric,3.9909003388059,1.0,123.3203125,74.98457482977645
ECC,03B9B1E3FD38CBA9BF882B7BC91D8A3CC5D1B3E803C1B07394680F29005053607F320BDD9946E6A610B5CE37BFABD0C5DE3F4F6CF38C08738EB900A390F09286,32,256,0,0,Asymmetric,3.8522492931141126,1.0,132.03125,73.46554650608338
Diffie-Hellman,3756D90133DD5D6063A1774EFCB5809A90D5DDA9B74CCDF9A0E06A1DD15EEEF8AF889B58B0ABEFACCB15EC049792730CBBE27EA4610F8D61ECDE554BEF1A723674F3409CFEDCB9443FC39ACFD3F53C912A354AEF25B1B76DDAD631F2C557F5C81EF23BE954F9671D5D61A6AF2F7F2CF182A7BF950CDA9642654C63C41BFF736E85A0655B0AD4A506CFF68A0D7AF14BA921D7398EF3203A92D32804DABE25AF9EE3082229F5BDFF6C644693986EBC12E515E15E2FCDC5AF8EE9F74D2B6233BD5C77ED77FFE029E4002FFB9647947E0F886D8140B6215EF1B6C0A4E9DE86598A37209EF1FFFD8836464D079538F4503F3971021093B7D3D44A72DD0B2F08050AB2,32,2048,0,0,KeyExchange,3.9803616095099668,1.0,134.0390625,76.10112539654781
AES,76627C0A794152937BC068315A5D665E36E29287528C8E3B9E87FBAE6EF9DC7EF37E04E7971A91A7A5A4DDC54BE85FC3561FAC30010A76F571DF53C1A89DA1A3,32,16,16,16,CBC,3.922512269303035,1.0,131.6875,65.08909158799192
DES,54DF6B81AB3215AE41DD3CC4635BB647FBF91F32C306F3EC1C55CAD22C4571E595515DBBDC3217A69DBBD6FE871F37DF,32,8,8,8,CBC,3.83599541824598,1.0,133.54166666666666,76.64636280056318
3DES,90DBD98FCD3078452A606AF4DF24CF64C309697E478A8878C31ACFC4ACC7494AEBAAFCA7A965EBD20388563657F8320A,32,24,8,8,CBC,3.8587584206594254,1.0,134.875,71.90984662524784
Blowfish,5F593B8FD392085EB3CA74E276BFDF9F1F379A062FD757562C529747A30019B17D60342E6948856AD772BF62E6731480,32,16,8,8,CBC,3.9083318958222586,1.0,114.5625,64.16090003849696
RSA,841C43E6614C255FC8ADC1FB7BA286E2ADFE9880B09342832F5793DB93CC282199B966E675464BA9EA110B5E1014364152F67399F2AA80CC347EE846734C6D2221FF0F20F0E49CE6AC50E4ABCC13DBF1D6493174D9CDC0E7DA17EAC719DAA0CD8A4E5888220C13C4DBF0007268562AB99D5A95038BBAB72DE157DDD5E158B027273387ADDA12A64CA9DA9B5EBDA668C833CB52E8E6E84FD600C1387FFF8FFCEE26331510AB8B01D2DE141B79E4244DC59D6C2C07F4324CB9ED24C9C23CA2BD0C297748E7C480CCF1B84C364B7F153ACE6A21ACF96C421DC13A673DEE830233B7393EF34B7B08AE5602E136BFF83EDAD2D0F14BD07627C16878DD1E4CC22B6353,32,2048,0,0,Asymmetric,3.980897330655726,1.0,130.31640625,76.23517712208033
ECC,BD6C56A335A7F2CE960068402A894EA319A7FE5F0D4F32E83B082C56E01B796B399B04E3F70139DB408C4BBADE9325E2D333D4EC726807A0943847DFFFDFE96A,32,256,0,0,Asymmetric,3.9329273603218744,1.0,125.265625,78.02828857766505
Diffie-Hellman,052D6D65BFAD188E98F493BD5439B3921BDE4DEE9790793D0079CFBE8665F91A4F9502E1837FD36A0B90DB754E61A0154064B1D376237A3F0D62ABEB5090299F61A7FAED85185FA3C9E4E2BEBDB8BCEC753B0D9E3051BEDE6DFF9F06ACE1D404DE03BB4B84C63704E40D0F840B9B577F94A3D9C1758F9994FA47D1A72C2E62844E567E42C9073332AA5F7FE5E414A928C223DFBD4AE0349523325438699E7AB99F46D3F1C29DFE6445733CF294F097DA9D09837310CE73A2BBAFE7E5ACCF30A722E27017D870CB878CDD0E22327A4979C143BDD49600ABFDBEF48DFCC43F0BA32E36BE1A54D4675348E378266B9D953EB15E43F1775139EECF0B6E6146CB4D19,32,2048,0,0,KeyExchange,3.965413915211543,1.0,129.35546875,71.94682966064435
AES,138CE4AB7CBD74E7A1FE391A50D0F5E23A1EE823A51C0E5E7FCF99734CEAC646EE46E530545A63C0B70CC48DB2F406E7252E5D57EB8AD5AE6727987ECBC48638,32,16,16,16,CBC,3.8944555739263893,1.0,134.125,74.54036238844026
DES,A450ACA56C8B0CFE31BC7CFFC9CA58E6338D45B5DFDEC47559ED21498B5EFA448B8BBA7FCDBB63BBE54999CED159739D,32,8,8,8,CBC,3.8235510053283255,1.0,148.20833333333334,63.33178452053563
3DES,D42F741AB856C209A2B519BA1D66AC87BA659792B6B3F6DE750B75134238D9458FB189BCC44C33A6FD3E923936DE5B21,32,24,8,8,CBC,3.9167837632163462,1.0,125.0625,68.93427009659274
Blowfish,85A82782C29EDA39E4F57AEAF53CC4FF9730D53E2F889C2DADD55AB20CE4FB055BE15CC04FF66BE252A4847C2ED5E705,32,16,8,8,CBC,3.8403969751912275,1.0,144.6875,75.55272889677778
RSA,0768FD8B5435E80A56F61082839F4891339674FFE51210E5DBB9FB81AE06E56CF4D6AE6E3297580EF856F08548D05B2B6EB57AAA444E633EF03E90DF934291565EE0F3C92E56164239C771C678D90BD7D1C4DDF1DE21ECD1DE32C16BA144C098DE1B4B939F9EF39B8E383BD09E0AD0402E3E541977BCAEA5F4916F82F6C8D8E67394C07FBB63F202BE2EAF14CC064A2FE7A289E1EEFCD49F4C6FD142D966944DD0D9A8744AD0DA901F52B5DE7A4D8155CBBFFEC8564968527C07199C2844FE24F045B6314CD0B1D587DC51D40F0A42063DEB4F3E463E1AEC4DF51E6FF95A0BEAE05971250B50C9DA19DFA1FB2771CC1517ABC27209B4142119CAD52FC7F0465B,32,2048,0,0,Asymmetric,3.9737998313174057,1.0,133.046875,76.2202154302543
ECC,0E30509BB2DBEE7CE93F5E48ECB7EA998C7D36434674DFC1FFE9BEF5EA07C658257C93667472464596A9F2F0ECE24F7BFFB0BEEF73794749F1F57E563D677578,32,256,0,0,Asymmetric,3.817315944660902,1.0,146.015625,70.30635910683596
Diffie-Hellman,26A335E4361FA5C79742526A3FFA14CBC3D2478210C23C4B6771AAB8A3BCFDD6891A9BF8EB03C1D7E20130956FDB2C75BD92BE3B3694FF3C8BCDD5974F6E08308C9A26D469E0EE32422A3DF7B0E456AE6F9D18AAB79B479ED225D6E9DAB84387870EA4DF3ABD1E051B517D2B7A7C90741268832AF55276F32EDC07AFBA334D90476EA37FF0175A69024C74F1A0A91DCA10A2ED6A22506D949F1A990BB6930AE04BBBCAB68C636FEC9F05F6314D56C2665795DD9C4E79EFA5706FB376B09695E2E7E692184E3D38EC2F4CBFACB963FAFDDFB29A76431EE11542A265F8686750A9C36A6DBA1DBA419767638B952D69704365EA0C11204C774CEBAEA2012614DBAB,32,2048,0,0,KeyExchange,3.974884653279066,1.0,127.66015625,71.23868971616186
AES,2FAD124FF79D0A4C2DD317322E1AE2D2E5E386FD92C054688AD3ACD725CDAD2385AD14FFFE84916F002697D01275188E7F3151604E5CCB2A72DD2E9514FAB0CE,32,16,16,16,CBC,3.8875779844385954,1.0,126.09375,77.15623734305284
DES,FF2C98670FED06889852DD60E510C89C399F1ACEBA7A49057C5735EFAE4ED5F986F83F8183FD28D0CE026B16B68FC454,32,8,8,8,CBC,3.9032271050253886,1.0,131.22916666666666,77.25882894081138
3DES,3F4D351B5CBD26670BAF8F859342E13CB025446A6853B4F7BB38F00E3069920DCD959122BF475CA5DA20E341A9779A93,32,24,8,8,CBC,3.9382214870720076,1.0,116.5625,66.54913793894454
Blowfish,4D41913F40B8EA11DD3316531391405CFEDF841FDC2A645402AC9323EF560DEE41638E2B69193B87ADF6F2D38F9247F1,32,16,8,8,CBC,3.8611063103470205,1.0,118.95833333333333,76.793543113265
RSA,23B53BF3D4757245F40BDA8FA78161D57B54C06267475BA72A9CB68CD151141F317DA0C861F0EA32C8E35ABB253C6F165B71A9630C41BA4E645376076159583EE629D31A3F84C781B856AAC360B2748EB271C00E6638FB022DC12B53B7E092471428CF935DE182061C8FF0DE49014093DF60A2513BFA27644234D274AE72A8BFF5F8F45B476232B0B47DFBB1C6250635F4566912351F11B1259BED6DB29BE96FE6FF1E579D0CF6698E99ED5EFBEB6647FC85683BCB5639ED8F2CF0003EE6E9F81AC3EA9629DF17D292897EA8074D693278CCD46829AD544CF4221A47BBDE43DB9F0988903457A65846CFF904587E05489637062DC69006CDAE455318A1EC72B0,32,2048,0,0,Asymmetric,3.9856583452400316,1.0,125.05078125,73.60691468887042
ECC,C2A4518D4B0C584A72A68BA9EBCB35AC71E849FE75F22237672BA2CE4C7276D8D40EFA8893D4409B9B3C74D878CB3422AE888208F411C3E18F38199B4BCE171B,32,256,0,0,Asymmetric,3.879327313981305,1.0,128.484375,71.13367525904573
Diffie-Hellman,5D5F7561E397A0AE1CB990F314136C1ACF04575B82BEBB85E70CF389F437FE8AB9F85E84371595574EA3EC9851CCCF8560ADF192E8865F2CF26CB876D5EF44CAE41A4696AE832EEFF733E7C890307107F9A0622EDC563B864A8914E09D21AD892E9EDDDD9BD6D2A3167DECF0CAC167DD202FC084E05319E679330F7BF635D8792B702587F167D04DC9E8920DBA02955A936C07ADB5588EF419F257E7BF120DD7B9CA00321EC014574336DDCC39148AE352581F47B67C207DB4D90C1C8BD1E8E3E177D0AD9428BA374FD1C8320A1E44B8A392B8F242C72D588534AA3D8E009918798B13D590BA4E85536DF0462C47D426D207FE4550D9461C6F1BD7A4F83572D3,32,2048,0,0,KeyExchange,3.9881225346843125,1.0,130.44140625,74.88400199156334
AES,51E3A35A7EEAA78D8B38C00A6DBFEEC6D67D0DC079E2A70C30C806B074ED109C6944546279E0198F4F217B010B8D09180FE6415CD45B88C33BFC55431CF4166D,32,16,16,16,CBC,3.937993235828759,1.0,118.40625,75.57172064295943
DES,7B14292DC38B8F921F4C853CB5653D13AB60FFECE3951D63C13C0FF3E1DA8E72253C34F17A857F907CF2AB569D95A4A0,32,8,8,8,CBC,3.9352960702317215,1.0,128.22916666666666,68.35301736309005
3DES,90B69D4AC81DC19B62E1F48E86D6325A5A8B641A52BF5A738EB8A62032D4BF9E00261420A6401EC25DCA63F9A9A6657E,32,24,8,8,CBC,3.9082867792322373,1.0,126.0,65.97884762053164
Blowfish,C64564413D7008C43E4F0C3748FF3155ECFC3217341C0B558311D9883388C06853C82ECCB4F11E77108E10705BEE231C,32,16,8,8,CBC,3.6884253001173537,1.0,103.75,75.07510128753296
RSA,8B638B173A2F181410F6120F3A1FEE776CDCAB76B15642A09EF2B50C254CE83E85AA7BAC5463454E070A96D494910C36480C123A935B98856FDE503247D6406200F40EA6A72A833EAA6A4981160D891E59A416581E94E1EA53912607E2FCE3630189E448BD0BFF6DC75814F5F10CBFB27089BEF912F46523AD9F2974BCA44B7D2FE25E71055C2B0860EA9BEECB86FFBD28731C50A8005082FFD1D7056CB8F632522223ADC769AC309F02FC2FFD9F96B14C2F1E297EB1115F6020E94DC186DDE6DC87145A26AD16DB5BD8F7F81702B40001388520EA65B454E4E58C11D46A6E13412145A3B28AAB4E1F58567095D9871D5A2517C64CFF659F38C4F65E745EED18,32,2048,0,0,Asymmetric,3.9761677348449416,1.0,117.21875,76.4431403785683
ECC,E6055DFC69ACA1FF86B8483D489ACACED52C4E23AE437ACD8DDAF7CD986D4EF287DBFFECF98C5054AE1D612E311195E395F2E74B9E48A3919C82B39254BBADD8,32,256,0,0,Asymmetric,3.9068952552091383,1.0,146.5625,68.78587132362284
Diffie-Hellman,900FACB5E2CA9535690D4216189536915737A7B4374A6C7C81281AC6165724C9BF453A78ABE03CDC9711BF0E29803AA5EC0F1E138FC1A61A6EAEA26534ED185699F867A4FA01C79552F8371DD2AC8169FC0FFA67AB623F3CED39215BD52FB6DA6D0F64CF972BE907E6120C7E61F0BD2B55A1EFEF44D5C94EB6EDED53A92C4043183EF3F473139A463649A4783B2DC9BBAE907C56D40884CEE78508302F0F9555E381ACD5B7F98711510C627C6285DEA1D587A5AA9C115BE2F8298AAF327698588C0F1FC55F3F24706785EB26F0937105DF2E5B5D1FA7E8336E078ADD13C3BA70E064F6A2FD0B652F04D1C14FB4E44E3869BC7DC8C8C836B44B4656399A925459,32,2048,0,0,KeyExchange,3.988806588477956,1.0,122.72265625,73.50699660028518
AES,A1FD6D5C20B031F65C0AC296C3E633579E733D208D8239CD28F2725E5F278710980AAB490481551E57E2C5D3FB55E2C05B710B2B5AE5248A387877B5496AA069,32,16,16,16,CBC,3.922929498659992,1.0,118.765625,69.87796107042173
DES,EEA2C7BF0D5B7973BEBE38634762CFE8FAD8DCBC97E8055861D6ECA39E3752B07330FE0DA3C1D768FC44424B2B31F72E,32,8,8,8,CBC,3.915095710365077,1.0,140.72916666666666,74.73919642756996
3DES,07036482FA482F0D9830A7A54333D700F7D683DFF0F480C4D5992B9EDF9BC02D1BA02312D0BD175EC5DB94D0D7090124,32,24,8,8,CBC,3.8134637023374007,1.0,126.64583333333333,82.99234140954748
Blowfish,2E45FE7CAD5E7A49D3CF57C927B67E7662839ABFB230A349C2D5E18C6164BE8BF1F4E5C9CF3BEA88F8C54D92AA3C8D66,32,16,8,8,CBC,3.917585252414046,1.0,149.0,61.43695956018657
RSA,7FA6CAA38C85A474571AA655E0570F6233D66E3684A7A57530167786385A34D0A420543C9AC82208504FF3F564B995B490DCBF3700398193A292E90D3B350CCA02A5E3B0DF0A6A8080BF187757DDF172F41F9C809963D7A8724A07DBD6DE346C9E184A02EEEDD7AF2F5E8485329A27DEF33DC94EA3C6FA26AD8E4DE654F36DB229B525856C7B0F3B690A886BE83ED6B4544F56834E0A3B1BC204D7DA47D4BB439F8E101B74DBDD0C593A1F865E4EFBDD0816CA0B400296DA4DCF6D48FA9F3027C6D95BB92EA16218F20E4657E02C32692C6264E1ED861586492CA7E1C1F8C9DDA86B2AF851864E90CBE1FF3B09719BD32852D96480BF689F66749D46C17F0624,32,2048,0,0,Asymmetric,3.9808758895712515,1.0,123.5859375,72.63748035447054
ECC,AB2C7C9C8C77A5458C52C024731C1BD743DC4219548AACD590C5D4E3D06ADA2FA8709F09C16CA8B269522E1929D78BB655B1928C8ADE0921BA13D7702E0E2EEB,32,256,0,0,Asymmetric,3.895318522913373,1.0,123.75,68.38493986251652
Diffie-Hellman,19C318E1E0ABC24B20BCCCB134A80F5AFFDB3903D019CE5619BBC814162DB1A455513A0E35B5CED5591F118392E38268CED84D2D2816977E37B3B19788FB9621714CCAD53F7D8DF27113C039DC0191DBA124469D67C197FDCFDC45818D49FE96F4B4E6C88440A9BE60988635D5326A56E6539F815C75DEAA750C6422D1D540607B16EADC30CD336268AEAD3120E8A9E2DDA0322852D9E9629AE64A103E322A19E17837BCB8850F3FA1D11C90217388F5DB9F4A19D7A409A3749389BCF07A523C6E74F6A2A9D4A025A24C1A42EDCF1B02B1DC4D8EEE42985342C842895B52DF1AACA7784E75630AAE4C3760EECDEC9806013940D6A42A0B753896513A9F36F419,32,2048,0,0,KeyExchange,3.9791476258837033,1.0,125.9375,72.56110033103137
AES,6C8027A613C4F08096EBB269B0786D1E9515DBBAA693542EAA9A9C99EB1931126E237871D290607B37C39FEA607CB1C5AC79277D2EA0466EA566302762E22DFA,32,16,16,16,CBC,3.8707793794991927,1.0,126.703125,63.952052275391246
DES,D109EEB26962C1F08F07F1C1D074C1C9D2C00130884A140EA89B6B6E63357127E1FD03A0457379AD0857B308FAE228E0,32,8,8,8,CBC,3.9076523437475843,1.0,130.25,79.30255880697251
3DES,42302609F1CD8F94909C6B61A30E133B61459B3698E93FBE46E76BD3E4703C07C54CC79E99CAE4F6C6BB6E3450D5CB29,32,24,8,8,CBC,3.819411060735993,1.0,129.97916666666666,71.69393558248532
Blowfish,5FDD12422A7E65DBA207C228A44BA2D4392C94793BAD3E39C72D678900D41A413EFD95992EE292173D38A33A7A0B7633,32,16,8,8,CBC,3.8043172112409427,1.0,106.45833333333333,68.23457039670011
RSA,7DE570860AFA5E6ACE88107C4611FC84360C7E15DFCB1FEC7DDA91E605CCC4F2697193F9F18BF4CE4AA59683CCC4024196A071A5BEA7917C6A1DA11C5AA8A05A7EA5D51E854576097D8001A09AA641603A9BB08A12BB7CA775ED165E8517274F59AF888F610ACE95083272360CD0C0D60FCC3E49AF7EE22784CA85621BDF84517EC4ADC186E22231EC29BC30CECC01AEB044B083CB0E6290EFF065D6B56B943ECE7778A7D5EFE22AB0CE16283CB031B1639D61372AD5525492BD66530F9B1FE8781D885ABECD9A75548B2FC56C072ED9A80526B03B4E31E60BA025F959870BA7FFEE7BF6B69801DA10EE94725A4BD377E3693806DEE50746A205887A25FB414F,32,2048,0,0,Asymmetric,3.9703101311619036,1.0,126.54296875,72.046521627949
ECC,EC70D09C9C22713FCB7952960B018AA06AE406DFE070EE643B276A1EC7760584ABABDCD2A33611A6842807D67F57BFDE903EFF74BAF561B4B2206379C2640A6A,32,256,0,0,Asymmetric,3.9114302039702222,1.0,127.90625,71.76213284830308
Diffie-Hellman,227F5C17F038D185DCB8C13E9E6BE013C16B7DABE8EF6525D37EA3DD25D2776FC6A198A4BE22BD4BA13D3FF6FE36335F4B1BD9FAC766ACB8E449B5A14C1D9FA968EC3D1352313B4C37A2E3DF602F9C38CDC422529CF813FDA52016B48389F5E01805F34979DEBB57A7BA94B2CE5CC659F7A9B68B49BE28779660F67A7EC325991A9A75537269CA3CCF5D64704AEB4A7D7874DF5AC542B3F08FB5451C931F6F7F8AF6F39543DC93599323C1197CDB675EA6E3F75E7801EB03CE8FCCBB96E3379951C60D251BEDCBB6D14F86D4E81AA2AD8AF3A5D93E2AA97AB80DE02C013C1A316EAEB4BC902DFB2EB8EDE6E93F1229554BC0C43FBC0D0A52B7F975BC6A420726,32,2048,0,0,KeyExchange,3.979222094635464,1.0,133.01953125,72.25580919400373
AES,A2B443CE5E42869D38C91A9C8DE3B8B06CD8B0846CCDC8A5AE1D2F51067C6A60ACEB60E3C291248CC9E7E40AAA8D75FCF56B26F8E9252D973D44CA8B5CB69318,32,16,16,16,CBC,3.9150666344452842,1.0,137.8125,68.24997138277789
DES,95D83CBECAC8303BA8C44E28F5CC66C7D8E0E95285AC16F736AD52C0E0D55AE687ECB0A8339379401C906068673BA442,32,8,8,8,CBC,3.872812004840831,1.0,141.77083333333334,67.53339901588612
3DES,6F774DAE7787C34F53B1EA748B4BCC24D457FDEFADBE29790EA6B56244B3D46C57D77D0CB408EABE5FE52F0188CDDCAF,32,24,8,8,CBC,3.850697910503184,1.0,136.95833333333334,69.03379556822553
Blowfish,6128427BF4460B613C304727B543A2B478BC0CEDDC44FCE5D1E93A1C7A79A7EA87870040FFD77D5DA1B9BD049D71047D,32,16,8,8,CBC,3.8518440254551534,1.0,125.29166666666667,75.50412746260227
RSA,63746DCDE00215B5CE1E8B8AFFDD734E9B09F03ED47D93DDA51D32ACA712179EC169792CF97B60A630D9D2EB6A7693A23774215058E92B5F9424A75A5BB24803D1C153CEF8390932179996ADFD5FB3778AC55A4571BC3D62456B465C7098BA86CD23C704D4642C9792D816AF336C8FE3C808B7E7B3AC3A3225EF6456F5F1115813BDE7B99CC8775097A1BC2C0C77860477CC6039DD1BAFA1318D0A41B61CAE83BF66E1F70FE560D05A9D15BE33D3A6C7D8F06342132544E0E046B53F9D14DF8C121C7FEA395169DE2EB9A330457ABE19910D00FE5B92BB4F69FA60A43D01CD50E866217DBC40C49B4D238E9B9CCAD5F70B62C2FE0343041089EBE0467CA81EB9,32,2048,0,0,Asymmetric,3.9878340292131695,1.0,125.875,73.11201807842538
